Wall time,Step,Value
1703934296.1101694,100000,817.5999755859375
1703934571.479052,200000,705.5999755859375
1703934836.270255,300000,549.2000122070312
1703935103.05853,400000,648.0
1703935364.8509955,500000,463.79998779296875
1703935629.8774295,600000,646.0
1703935890.4216478,700000,184.0
1703936154.8503578,800000,357.6000061035156
1703936416.7195897,900000,328.20001220703125
1703936681.5058846,1000000,286.79998779296875
1703936945.024419,1100000,321.6000061035156
1703937208.4032557,1200000,406.6000061035156
1703937471.5459497,1300000,302.0
1703937737.180752,1400000,714.5999755859375
1703937998.7709436,1500000,440.6000061035156
1703938260.873153,1600000,553.4000244140625
1703938526.8367727,1700000,639.0
1703938791.1414971,1800000,802.7999877929688
1703939056.0413244,1900000,715.7999877929688
1703939320.0137913,2000000,567.5999755859375
