Wall time,Step,Value
1689538556.4653237,12288,679.0555419921875
1689538563.3049166,14336,606.5
1689538590.5034673,22528,574.8461303710938
1689538596.6800318,24576,572.1904907226562
1689538616.9050415,30720,588.6153564453125
1689538623.6157744,32768,603.8518676757812
1689538643.9114218,38912,596.923095703125
1689538650.5018342,40960,592.3623046875
1689538656.9898152,43008,592.0140991210938
1689538684.617871,51200,605.2857055664062
1689538746.3283443,69632,606.6900024414062
1689538765.7468681,75776,597.97998046875
1689538792.7714784,83968,615.280029296875
1689538806.224998,88064,622.6500244140625
1689538819.7109723,92160,613.1300048828125
1689538826.6421638,94208,600.1900024414062
1689538840.3542244,98304,598.4199829101562
1689538862.9565456,102400,618.3699951171875
1689538890.3496578,110592,615.9400024414062
1689538897.0774276,112640,608.719970703125
1689538903.7682161,114688,596.8900146484375
1689538910.409846,116736,586.9500122070312
1689538916.990536,118784,583.8699951171875
1689538957.592462,131072,579.6099853515625
1689538971.260394,135168,598.3900146484375
1689538978.1949918,137216,594.8099975585938
1689538985.0829153,139264,577.510009765625
1689538992.2605262,141312,557.1400146484375
1689539012.4570408,147456,551.8699951171875
1689539019.5348473,149504,545.6199951171875
1689539026.4092119,151552,549.3599853515625
1689539033.3849783,153600,547.3200073242188
1689539066.1820202,163840,538.9400024414062
1689539100.1783254,174080,558.489990234375
1689539120.4774795,180224,561.780029296875
1689539127.449114,182272,553.8699951171875
1689539167.2004914,194560,548.0700073242188
1689539225.949922,210944,550.260009765625
1689539246.4483242,217088,534.9000244140625
1689539253.4599133,219136,520.52001953125
1689539300.8957198,233472,482.05999755859375
1689539321.168578,239616,471.79998779296875
1689539334.9791636,243712,494.8599853515625
1689539382.0713017,258048,453.79998779296875
1689539388.902682,260096,459.6199951171875
1689539409.7037768,266240,460.739990234375
1689539416.4943957,268288,472.1300048828125
1689539464.1415915,282624,452.8500061035156
1689539477.591151,286720,469.4599914550781
1689539491.1772969,290816,439.5299987792969
1689539497.8734725,292864,449.5299987792969
1689539504.3881867,294912,456.04998779296875
1689539560.9369946,309248,468.92999267578125
1689539594.7497272,319488,475.80999755859375
1689539608.2251966,323584,488.1099853515625
1689539615.334867,325632,482.5899963378906
1689539622.5557106,327680,461.7900085449219
1689539642.5523832,333824,467.0400085449219
1689539661.658198,339968,469.1099853515625
1689539674.8365622,344064,471.260009765625
1689539681.7038615,346112,453.7099914550781
1689539702.807823,352256,437.79998779296875
1689539743.1460862,364544,418.3500061035156
1689539749.9612393,366592,435.55999755859375
1689539763.8237097,370688,437.8599853515625
1689539784.315382,376832,450.75
1689539797.837883,380928,462.44000244140625
1689539804.6033132,382976,450.20001220703125
1689539817.4844694,387072,432.92999267578125
1689539830.9772415,391168,432.0799865722656
1689539837.5674632,393216,436.94000244140625
1689539893.3304965,407552,461.6499938964844
1689539948.0205314,423936,421.9700012207031
1689539955.0397322,425984,410.07000732421875
1689539961.7674196,428032,408.80999755859375
1689539987.8501835,436224,412.32000732421875
1689540055.9503176,456704,414.1400146484375
1689540062.9657638,458752,418.3399963378906
1689540076.3372834,462848,417.1400146484375
1689540089.7603736,466944,427.1199951171875
1689540103.6316512,471040,447.6300048828125
1689540123.8409173,477184,459.4800109863281
1689540130.042122,479232,461.4100036621094
1689540136.7651513,481280,454.3500061035156
1689540156.0427444,487424,461.8999938964844
1689540230.3151934,507904,442.0199890136719
1689540243.8911028,512000,433.5199890136719
1689540284.2755606,524288,439.19000244140625
1689540304.3181834,530432,439.4200134277344
1689540311.3538098,532480,434.32000732421875
1689540318.2747085,534528,433.6300048828125
1689540325.1775088,536576,438.0199890136719
1689540338.093884,540672,428.5199890136719
1689540364.6986182,548864,417.0400085449219
1689540378.7212129,552960,427.489990234375
1689540392.3503451,557056,413.2200012207031
1689540406.452715,561152,430.8299865722656
1689540441.7531993,571392,400.0299987792969
1689540483.4370708,583680,397.760009765625
1689540530.9783118,598016,395.9200134277344
1689540545.7447236,600064,394.1499938964844
1689540579.390597,610304,405.1700134277344
1689540586.3489704,612352,413.2200012207031
1689540607.3605793,618496,400.75
1689540614.076419,620544,402.44000244140625
1689540621.0941007,622592,399.989990234375
1689540648.4975033,630784,414.4100036621094
1689540655.4813812,632832,422.54998779296875
1689540669.61301,636928,424.8500061035156
1689540690.5301576,643072,397.5199890136719
1689540718.0690982,651264,387.0199890136719
1689540724.8832984,653312,381.44000244140625
1689540731.175662,655360,387.239990234375
1689540738.2050164,657408,369.4100036621094
1689540751.9908843,661504,364.2699890136719
1689540772.8909352,667648,324.8999938964844
1689540779.9505122,669696,326.3999938964844
1689540786.5184054,671744,331.9599914550781
1689540807.604281,677888,352.05999755859375
1689540828.2805486,684032,343.2799987792969
1689540870.3069787,696320,358.69000244140625
1689540887.830236,700416,367.44000244140625
1689540908.0657363,706560,376.29998779296875
1689540914.7788901,708608,372.17999267578125
1689540928.0879831,712704,365.9800109863281
1689540935.1452389,714752,372.6300048828125
1689540969.5509903,724992,377.6099853515625
1689540976.5734603,727040,367.9599914550781
1689541003.8463378,735232,366.0899963378906
1689541017.726731,739328,345.5299987792969
1689541038.2264736,745472,363.55999755859375
1689541064.9870288,753664,358.7099914550781
1689541092.3516984,761856,363.739990234375
1689541105.4126894,765952,361.80999755859375
1689541132.469055,774144,369.17999267578125
1689541139.2901914,776192,376.9800109863281
1689541146.0209982,778240,361.3999938964844
1689541159.8922312,782336,365.4200134277344
1689541166.8791413,784384,359.54998779296875
1689541194.433199,792576,366.5400085449219
1689541201.2640023,794624,372.4100036621094
1689541235.422417,802816,379.95001220703125
1689541242.5030563,804864,385.07000732421875
1689541249.5697844,806912,389.67999267578125
1689541317.332664,827392,380.9599914550781
1689541350.9174745,837632,379.2799987792969
1689541398.7952538,851968,398.4100036621094
1689541405.9184804,854016,398.989990234375
1689541440.1389396,864256,395.0
1689541447.2239263,866304,383.3599853515625
1689541460.8249464,870400,376.94000244140625
1689541474.208087,874496,381.3599853515625
1689541500.8573143,882688,378.6099853515625
1689541566.5029585,901120,348.0400085449219
1689541580.0720139,905216,355.4700012207031
1689541586.9778824,907264,352.4100036621094
